source_book,recommended_book,rank,title,author,genre
BOK_179,BOK_189,2,The Mystery of Royapuram (Vol. 2),jeyamohan,mystery
BOK_179,BOK_014,3,The Midnight Sun,jeyamohan,fiction
BOK_179,BOK_087,4,The Last Letter (Vol. 3),jeyamohan,fiction
BOK_179,BOK_185,5,Life in a Metro (Vol. 4),jeyamohan,fiction
BOK_179,BOK_249,6,The Nilgiri Mystery,jeyamohan,mystery
BOK_179,BOK_096,7,The Poisoned Chalice (Vol. 1),jeyamohan,mystery
BOK_179,BOK_017,8,The Hunt for Red October,amish tripathi,thriller
BOK_179,B0240,9,Hidden Truth Legend,viswanatha satyanarayana,thriller
BOK_179,B0167,10,The Conspiracy Story,gudipati venkatachalam,thriller
BOK_180,BOK_231,1,The Midnight Sun (Vol. 4),john grisham,fiction
BOK_180,BOK_233,2,Shadow in the Rain,john grisham,thriller
BOK_180,BOK_052,3,The Chronicles of Vikramaditya (Vol. 2),john grisham,fantasy
BOK_180,BOK_169,4,The Chennai Express Connection (Vol. 3),john grisham,romance
BOK_180,BOK_271,5,Sultans of the South (Vol. 1),john grisham,history
BOK_180,BOK_102,6,The Midnight Sun (Vol. 3),john grisham,fiction
BOK_180,BOK_196,7,Algorithms and Life,john grisham,technology
BOK_180,BOK_101,8,Under the Banyan Tree (Vol. 1),john grisham,romance
BOK_180,BOK_059,9,Unlocking Your Potential,john grisham,self-help
BOK_180,BOK_081,10,Web of Lies (Vol. 1),r.k. narayan,thriller
BOK_181,BOK_129,1,Echoes of Silence (Vol. 1),anita desai,fiction
BOK_181,BOK_183,2,Swords of the Deccan (Vol. 3),anita desai,fantasy
BOK_181,BOK_082,3,The Coconut Groves (Vol. 1),anita desai,fiction
BOK_181,BOK_162,4,Winds of Change (Vol. 1),anita desai,fiction
BOK_181,BOK_215,5,The Bangalore Alibi,anita desai,mystery
BOK_181,BOK_277,6,Love in the Time of Monsoons (Vol. 2),anita desai,romance
BOK_181,BOK_131,7,The Mystery of Royapuram (Vol. 1),anita desai,mystery
BOK_181,BOK_152,8,Forever Yours,anita desai,romance
BOK_181,BOK_208,9,The Fire Jewel,anita desai,fantasy
BOK_181,BOK_206,10,Swords of the Deccan (Vol. 4),anita desai,fantasy
BOK_182,BOK_112,1,The Assassin's Mark,robin sharma,thriller
BOK_182,B0256,2,The Wizard Voice,robin sharma,fantasy
BOK_182,BOK_243,3,The Weaver's Loom (Vol. 1),robin sharma,fiction
BOK_182,BOK_151,4,The Disruptors,robin sharma,business
BOK_182,BOK_239,5,The God of Small Things (Vol. 4),robin sharma,fiction
BOK_182,BOK_047,6,Murder on High Street (Vol. 1),robin sharma,thriller
BOK_182,B0193,7,Shadows of Story,robin sharma,fiction
BOK_182,B0176,8,Deadly Game Moon,robin sharma,thriller
BOK_182,B0234,9,The Conspiracy Night,robin sharma,thriller
BOK_182,B0281,10,Whispers of Silence,robin sharma,romance
BOK_183,BOK_129,1,Echoes of Silence (Vol. 1),anita desai,fiction
BOK_183,BOK_208,2,The Fire Jewel,anita desai,fantasy
BOK_183,BOK_206,3,Swords of the Deccan (Vol. 4),anita desai,fantasy
BOK_183,BOK_181,4,Making of a Legend (Vol. 1),anita desai,biography
BOK_183,BOK_082,5,The Coconut Groves (Vol. 1),anita desai,fiction
BOK_183,BOK_162,6,Winds of Change (Vol. 1),anita desai,fiction
BOK_183,BOK_215,7,The Bangalore Alibi,anita desai,mystery
BOK_183,BOK_277,8,Love in the Time of Monsoons (Vol. 2),anita desai,romance
BOK_183,BOK_131,9,The Mystery of Royapuram (Vol. 1),anita desai,mystery
BOK_183,BOK_152,10,Forever Yours,anita desai,romance
BOK_184,BOK_244,1,The Midnight Sun (Vol. 5),ashwin sanghi,fiction
BOK_184,BOK_100,2,A Suitable Match (Vol. 1),ashwin sanghi,fiction
BOK_184,BOK_036,3,Life in a Metro,ashwin sanghi,fiction
BOK_184,BOK_010,4,The Inheritance of Loss (Vol. 1),ashwin sanghi,fiction
BOK_184,BOK_246,5,Monsoon Dreams (Vol. 5),ashwin sanghi,fiction
BOK_184,BOK_054,6,Echoes of Betrayal,ashwin sanghi,thriller
BOK_184,BOK_019,7,The Train to Malgudi,ashwin sanghi,fiction
BOK_184,BOK_265,8,Shadow in the Rain (Vol. 1),ashwin sanghi,thriller
BOK_184,B0008,9,The Wizard Star,ashwin sanghi,fantasy
BOK_184,BOK_201,10,The Corporate Ladder (Vol. 1),ashwin sanghi,business
BOK_185,BOK_087,1,The Last Letter (Vol. 3),jeyamohan,fiction
BOK_185,BOK_096,2,The Poisoned Chalice (Vol. 1),jeyamohan,mystery
BOK_185,BOK_014,3,The Midnight Sun,jeyamohan,fiction
BOK_185,BOK_249,4,The Nilgiri Mystery,jeyamohan,mystery
BOK_185,BOK_179,5,Code of Silence (Vol. 1),jeyamohan,thriller
BOK_185,BOK_189,6,The Mystery of Royapuram (Vol. 2),jeyamohan,mystery
BOK_185,BOK_210,7,The Assassin's Mark (Vol. 3),jeyamohan,thriller
BOK_185,B0179,8,Beyond the Storm,kuvempu,fiction
BOK_185,BOK_124,9,Beyond the Horizon,dan brown,fiction
BOK_185,BOK_036,10,Life in a Metro,ashwin sanghi,fiction
BOK_186,B0201,1,The Life of Fire,amish tripathi,biography
BOK_186,B0067,2,The Life of Gold,amish tripathi,biography
BOK_186,BOK_070,3,Life in a Metro (Vol. 1),amish tripathi,fiction
BOK_186,BOK_017,4,The Hunt for Red October,amish tripathi,thriller
BOK_186,BOK_279,5,The Mystery of Royapuram (Vol. 4),amish tripathi,mystery
BOK_186,B0081,6,Start with Why Moon,amish tripathi,business
BOK_186,BOK_234,7,Shadow of the Yeti (Vol. 3),amish tripathi,fantasy
BOK_186,BOK_064,8,Echoes of Betrayal (Vol. 1),amish tripathi,thriller
BOK_186,B0096,9,Final Hour Secret,amish tripathi,thriller
BOK_186,BOK_171,10,The Tech Boom in Bangalore (Vol. 2),amish tripathi,technology
BOK_187,BOK_020,1,Ancient Indian Civilizations,chetan bhagat,history
BOK_187,BOK_057,2,The Deception Game,chetan bhagat,thriller
BOK_187,BOK_032,3,Shadow of the Yeti,chetan bhagat,fantasy
BOK_187,BOK_137,4,The Assassin's Mark (Vol. 2),chetan bhagat,thriller
BOK_187,BOK_228,5,Realm of the Gods (Vol. 2),chetan bhagat,fantasy
BOK_187,B0177,6,The Missing Gold,chetan bhagat,mystery
BOK_187,BOK_167,7,Cyber Security for Everyone,chetan bhagat,technology
BOK_187,BOK_248,8,Danger Zone,chetan bhagat,thriller
BOK_187,B0159,9,Final Hour River,chetan bhagat,thriller
BOK_187,B0284,10,Unsolved Rain,chetan bhagat,mystery
BOK_188,B0093,1,The Lost Light,james clear,fiction
BOK_188,BOK_138,2,The Hunt for Red October (Vol. 2),james clear,thriller
BOK_188,BOK_166,3,The Madurai Murders (Vol. 1),james clear,mystery
BOK_188,BOK_077,4,Stars in Your Eyes,james clear,romance
BOK_188,BOK_073,5,The Last Letter (Vol. 2),james clear,fiction
BOK_188,B0035,6,Code and Story,james clear,technology
BOK_188,B0280,7,Unbroken Storm,james clear,biography
BOK_188,BOK_298,8,Secrets of the Kaveri (Vol. 3),james clear,mystery
BOK_188,B0026,9,The Great Silence,james clear,history
BOK_188,BOK_148,10,Echoes of Betrayal (Vol. 3),james clear,thriller
BOK_189,BOK_249,1,The Nilgiri Mystery,jeyamohan,mystery
BOK_189,BOK_096,2,The Poisoned Chalice (Vol. 1),jeyamohan,mystery
BOK_189,BOK_014,3,The Midnight Sun,jeyamohan,fiction
BOK_189,BOK_087,4,The Last Letter (Vol. 3),jeyamohan,fiction
BOK_189,BOK_179,5,Code of Silence (Vol. 1),jeyamohan,thriller
BOK_189,BOK_210,6,The Assassin's Mark (Vol. 3),jeyamohan,thriller
BOK_189,BOK_185,7,Life in a Metro (Vol. 4),jeyamohan,fiction
BOK_189,B0003,8,Shadows in Wind,unknown author,mystery
BOK_189,BOK_215,9,The Bangalore Alibi,anita desai,mystery
BOK_189,B0261,10,The Missing Silence,sandilyan,mystery
BOK_190,BOK_291,1,The Calm Mind (Vol. 1),dale carnegie,self-help
BOK_190,BOK_043,2,Wealth and Wisdom,dale carnegie,self-help
BOK_190,BOK_063,3,The Deception Game (Vol. 1),dale carnegie,thriller
BOK_190,BOK_040,4,The Midnight Sun (Vol. 2),dale carnegie,fiction
BOK_190,BOK_002,5,Coffee and Conversations,dale carnegie,romance
BOK_190,BOK_214,6,The Coconut Groves (Vol. 2),dale carnegie,fiction
BOK_190,B0245,7,The Last Voice,dale carnegie,fiction
BOK_190,B0046,8,Love in Storm,dale carnegie,romance
BOK_190,BOK_103,9,The Daily Grind,agatha christie,self-help
BOK_190,BOK_059,10,Unlocking Your Potential,john grisham,self-help
BOK_191,BOK_048,1,The Last Letter,jeffrey archer,fiction
BOK_191,BOK_110,2,The Deception Game (Vol. 2),jeffrey archer,thriller
BOK_191,BOK_300,3,The Legend of Ramanujan (Vol. 2),jeffrey archer,biography
BOK_191,BOK_222,4,The Ghost of Shimla,jeffrey archer,mystery
BOK_191,BOK_121,5,Monsoon Dreams (Vol. 1),jeffrey archer,fiction
BOK_191,BOK_256,6,The Chronicles of Vikramaditya (Vol. 3),jeffrey archer,fantasy
BOK_191,BOK_238,7,The Lost Manuscript (Vol. 1),jeffrey archer,mystery
BOK_191,BOK_037,8,Murder on High Street,r.k. narayan,thriller
BOK_191,B0178,9,Hidden Truth Journey,kuvempu,thriller
BOK_191,B0152,10,The Conspiracy World,u. r. ananthamurthy,thriller
BOK_192,BOK_272,1,Shadows of the Past (Vol. 4),r.k. narayan,fiction
BOK_192,BOK_007,2,Shadows of the Past,r.k. narayan,fiction
BOK_192,BOK_241,3,The Mango Orchard (Vol. 2),r.k. narayan,fiction
BOK_192,B0095,4,The Last Rain,r. k. narayan,fiction
BOK_192,B0218,5,Dreams of Fire,r. k. narayan,fiction
BOK_192,BOK_107,6,Life in a Metro (Vol. 2),r.k. narayan,fiction
BOK_192,BOK_041,7,Shadows of the Past (Vol. 1),r.k. narayan,fiction
BOK_192,B0213,8,The Last Night,r. k. narayan,fiction
BOK_192,BOK_081,9,Web of Lies (Vol. 1),r.k. narayan,thriller
BOK_192,BOK_037,10,Murder on High Street,r.k. narayan,thriller
BOK_193,BOK_263,1,The Silent Witness (Vol. 3),kiran desai,thriller
BOK_193,BOK_274,2,The Cipher (Vol. 1),kiran desai,thriller
BOK_193,BOK_139,3,Shadows of the Past (Vol. 3),kiran desai,fiction
BOK_193,BOK_128,4,The Hidden Key,kiran desai,mystery
BOK_193,BOK_094,5,Cloud Architectures,kiran desai,technology
BOK_193,BOK_085,6,The Golden Threshold (Vol. 1),kiran desai,fiction
BOK_193,BOK_091,7,The Last Letter (Vol. 4),kiran desai,fiction
BOK_193,BOK_198,8,Stars in Your Eyes (Vol. 2),kiran desai,romance
BOK_193,BOK_021,9,The Power of Focus,anita desai,self help
BOK_193,BOK_210,10,The Assassin's Mark (Vol. 3),jeyamohan,thriller
BOK_194,BOK_269,1,"Love, Chai, and Everything Nice (Vol. 3)",unknown author,romance
BOK_194,B0100,2,Whispers of Storm,unknown author,romance
BOK_194,BOK_297,3,The Last Letter (Vol. 6),unknown author,fiction
BOK_194,B0055,4,Whispers of Blood,unknown author,romance
BOK_194,BOK_211,5,The Chennai Syndicate (Vol. 4),unknown author,thriller
BOK_194,BOK_031,6,Blackout,unknown author,thriller
BOK_194,B0039,7,Hidden Truth Mind,unknown author,thriller
BOK_194,B0059,8,The Power of Blood,unknown author,self-help
BOK_194,B0138,9,Echoes from Way,unknown author,fiction
BOK_194,B0003,10,Shadows in Wind,unknown author,mystery
BOK_195,BOK_245,1,A Summer in Ooty (Vol. 1),chetan bhagat,romance
BOK_195,BOK_142,2,Stars in Your Eyes (Vol. 1),chetan bhagat,romance
BOK_195,BOK_137,3,The Assassin's Mark (Vol. 2),chetan bhagat,thriller
BOK_195,B0159,4,Final Hour River,chetan bhagat,thriller
BOK_195,B0284,5,Unsolved Rain,chetan bhagat,mystery
BOK_195,BOK_289,6,Zero to One Crore (Vol. 1),chetan bhagat,business
BOK_195,BOK_248,7,Danger Zone,chetan bhagat,thriller
BOK_195,BOK_057,8,The Deception Game,chetan bhagat,thriller
BOK_195,BOK_032,9,Shadow of the Yeti,chetan bhagat,fantasy
BOK_195,BOK_228,10,Realm of the Gods (Vol. 2),chetan bhagat,fantasy
BOK_196,BOK_231,1,The Midnight Sun (Vol. 4),john grisham,fiction
BOK_196,BOK_180,2,The Safe House (Vol. 3),john grisham,thriller
BOK_196,BOK_169,3,The Chennai Express Connection (Vol. 3),john grisham,romance
BOK_196,BOK_271,4,Sultans of the South (Vol. 1),john grisham,history
BOK_196,BOK_233,5,Shadow in the Rain,john grisham,thriller
BOK_196,BOK_102,6,The Midnight Sun (Vol. 3),john grisham,fiction
BOK_196,BOK_052,7,The Chronicles of Vikramaditya (Vol. 2),john grisham,fantasy
BOK_196,BOK_101,8,Under the Banyan Tree (Vol. 1),john grisham,romance
BOK_196,BOK_059,9,Unlocking Your Potential,john grisham,self-help
BOK_196,B0139,10,The Tech Voice,o. v. vijayan,technology
BOK_197,BOK_099,1,Winds of Change,sidney sheldon,fiction
BOK_197,BOK_165,2,The Missile Man: APJ Abdul Kalam,sidney sheldon,biography
BOK_197,BOK_016,3,Making of a Legend,sidney sheldon,biography
BOK_197,BOK_213,4,The Saffron Gate,sidney sheldon,fiction
BOK_197,BOK_259,5,Code of Silence (Vol. 2),sidney sheldon,thriller
BOK_197,BOK_005,6,The Taj Mahal Story,sidney sheldon,history
BOK_197,BOK_280,7,Simplify Your Life,sidney sheldon,self-help
BOK_197,BOK_282,8,Death at the Estate (Vol. 1),sidney sheldon,mystery
BOK_197,BOK_224,9,Stars in Your Eyes (Vol. 3),r.k. narayan,romance
BOK_197,B0034,10,A Thousand Truth,balakumaran,romance
BOK_198,BOK_139,1,Shadows of the Past (Vol. 3),kiran desai,fiction
BOK_198,BOK_085,2,The Golden Threshold (Vol. 1),kiran desai,fiction
BOK_198,BOK_263,3,The Silent Witness (Vol. 3),kiran desai,thriller
BOK_198,BOK_091,4,The Last Letter (Vol. 4),kiran desai,fiction
BOK_198,BOK_274,5,The Cipher (Vol. 1),kiran desai,thriller
BOK_198,BOK_193,6,Murder on High Street (Vol. 2),kiran desai,thriller
BOK_198,BOK_128,7,The Hidden Key,kiran desai,mystery
BOK_198,BOK_094,8,Cloud Architectures,kiran desai,technology
BOK_198,BOK_152,9,Forever Yours,anita desai,romance
BOK_198,BOK_277,10,Love in the Time of Monsoons (Vol. 2),anita desai,romance
BOK_199,B0001,1,AI Revolution Voice,sujatha rangarajan,technology
BOK_199,BOK_159,2,Cloud Architectures (Vol. 1),sujatha rangarajan,technology
BOK_199,BOK_113,3,Echoes of Silence,sujatha rangarajan,fiction
BOK_199,BOK_068,4,The Chennai Syndicate (Vol. 2),sujatha rangarajan,thriller
BOK_199,B0272,5,Clues to Mystery,sujatha rangarajan,mystery
BOK_199,BOK_261,6,The Great Chola Empire (Vol. 1),sujatha rangarajan,history
BOK_199,BOK_055,7,The Last Letter (Vol. 1),sujatha rangarajan,fiction
BOK_199,BOK_178,8,The Madurai Murders (Vol. 2),sujatha rangarajan,mystery
BOK_199,BOK_264,9,The Sky Fortress,sujatha rangarajan,fantasy
BOK_199,BOK_146,10,Web of Lies (Vol. 2),sujatha rangarajan,thriller
BOK_200,BOK_251,1,The Cipher,george r.r. martin,thriller
BOK_200,BOK_235,2,The Saffron Gate (Vol. 1),george r.r. martin,fiction
BOK_200,BOK_267,3,The Inheritance of Loss (Vol. 4),george r.r. martin,fiction
BOK_200,BOK_173,4,A River's Tale (Vol. 1),george r.r. martin,fiction
BOK_200,BOK_105,5,False Identity,george r.r. martin,thriller
BOK_200,BOK_175,6,The Lost Manuscript,george r.r. martin,mystery
BOK_200,BOK_088,7,The Great Chola Empire,george r.r. martin,history
BOK_200,BOK_281,8,Bouncing Back (Vol. 3),george r.r. martin,self help
BOK_200,BOK_037,9,Murder on High Street,r.k. narayan,thriller
BOK_200,B0178,10,Hidden Truth Journey,kuvempu,thriller
BOK_201,BOK_010,1,The Inheritance of Loss (Vol. 1),ashwin sanghi,fiction
BOK_201,BOK_246,2,Monsoon Dreams (Vol. 5),ashwin sanghi,fiction
BOK_201,BOK_054,3,Echoes of Betrayal,ashwin sanghi,thriller
BOK_201,BOK_244,4,The Midnight Sun (Vol. 5),ashwin sanghi,fiction
BOK_201,BOK_019,5,The Train to Malgudi,ashwin sanghi,fiction
BOK_201,BOK_184,6,Heartstrings,ashwin sanghi,romance
BOK_201,BOK_265,7,Shadow in the Rain (Vol. 1),ashwin sanghi,thriller
BOK_201,B0008,8,The Wizard Star,ashwin sanghi,fantasy
BOK_201,BOK_100,9,A Suitable Match (Vol. 1),ashwin sanghi,fiction
BOK_201,BOK_036,10,Life in a Metro,ashwin sanghi,fiction
BOK_202,BOK_160,1,Chai and Pakoda Days,madhavan,fiction
BOK_202,BOK_074,2,The Legend of Trishanku (Vol. 1),madhavan,fantasy
BOK_202,BOK_065,3,The Hunt for Red October (Vol. 1),madhavan,thriller
BOK_202,BOK_111,4,Echoes of Betrayal (Vol. 2),madhavan,thriller
BOK_202,BOK_177,5,The Cursed Amulet (Vol. 2),madhavan,fantasy
BOK_202,BOK_033,6,The Tech Boom in Bangalore,r.k. narayan,technology
BOK_202,BOK_227,7,Coding the Future,dan brown,technology
BOK_202,B0088,8,Data and Path,kuvempu,technology
BOK_202,B0223,9,AI Revolution Dreams,u. r. ananthamurthy,technology
BOK_202,B0252,10,Future of Dreams,s. l. bhyrappa,technology
BOK_203,BOK_232,1,Beyond the Horizon (Vol. 2),agatha christie,fiction
BOK_203,BOK_287,2,False Identity (Vol. 1),agatha christie,thriller
BOK_203,BOK_296,3,Terminal Vector (Vol. 2),agatha christie,thriller
BOK_203,BOK_025,4,The Mystery of Royapuram,agatha christie,mystery
BOK_203,BOK_093,5,Love in the Time of Monsoons,agatha christie,romance
BOK_203,BOK_276,6,A Summer in Ooty (Vol. 2),agatha christie,romance
BOK_203,BOK_023,7,Terminal Vector,agatha christie,thriller
BOK_203,B0244,8,The Life of Journey,agatha christie,biography
BOK_203,B0204,9,Start with Why Light,agatha christie,business
BOK_203,BOK_149,10,The Last Letter (Vol. 5),agatha christie,fiction
BOK_204,BOK_286,1,The Half Girlfriend Journey (Vol. 3),j.k. rowling,romance
BOK_204,BOK_172,2,The Wedding Planner's Story,j.k. rowling,romance
BOK_204,BOK_069,3,The Midnight Conspiracy,j.k. rowling,thriller
BOK_204,BOK_275,4,A River's Tale (Vol. 2),j.k. rowling,fiction
BOK_204,BOK_119,5,Swords of the Deccan (Vol. 1),j.k. rowling,fantasy
BOK_204,B0258,6,Habits of Voice,j. k. rowling,self-help
BOK_204,B0053,7,Realm of Story,j. k. rowling,fantasy
BOK_204,BOK_009,8,The Cursed Amulet,j.k. rowling,fantasy
BOK_204,B0266,9,A Life in Legend,j. k. rowling,biography
BOK_204,B0263,10,Heart of Silence,t. janakiraman,romance
BOK_205,B0128,1,Echoes from Mind,amish tripathi,fiction
BOK_205,B0227,2,Beyond the World,amish tripathi,fiction
BOK_205,BOK_070,3,Life in a Metro (Vol. 1),amish tripathi,fiction
BOK_205,BOK_017,4,The Hunt for Red October,amish tripathi,thriller
BOK_205,BOK_042,5,"Love, Chai, and Everything Nice (Vol. 1)",amish tripathi,romance
BOK_205,BOK_279,6,The Mystery of Royapuram (Vol. 4),amish tripathi,mystery
BOK_205,B0120,7,The Riddle Mind,amish tripathi,mystery
BOK_205,B0163,8,Zero to One Way,amish tripathi,business
BOK_205,BOK_064,9,Echoes of Betrayal (Vol. 1),amish tripathi,thriller
BOK_205,B0096,10,Final Hour Secret,amish tripathi,thriller
BOK_206,BOK_183,1,Swords of the Deccan (Vol. 3),anita desai,fantasy
BOK_206,BOK_208,2,The Fire Jewel,anita desai,fantasy
BOK_206,BOK_131,3,The Mystery of Royapuram (Vol. 1),anita desai,mystery
BOK_206,BOK_215,4,The Bangalore Alibi,anita desai,mystery
BOK_206,BOK_129,5,Echoes of Silence (Vol. 1),anita desai,fiction
BOK_206,BOK_162,6,Winds of Change (Vol. 1),anita desai,fiction
BOK_206,BOK_082,7,The Coconut Groves (Vol. 1),anita desai,fiction
BOK_206,BOK_277,8,Love in the Time of Monsoons (Vol. 2),anita desai,romance
BOK_206,BOK_152,9,Forever Yours,anita desai,romance
BOK_206,BOK_181,10,Making of a Legend (Vol. 1),anita desai,biography
BOK_207,BOK_037,1,Murder on High Street,r.k. narayan,thriller
BOK_207,BOK_041,2,Shadows of the Past (Vol. 1),r.k. narayan,fiction
BOK_207,BOK_135,3,Vanishing Point,r.k. narayan,thriller
BOK_207,BOK_144,4,The Dragon of Sahyadri (Vol. 1),r.k. narayan,fantasy
BOK_207,BOK_033,5,The Tech Boom in Bangalore,r.k. narayan,technology
BOK_207,BOK_081,6,Web of Lies (Vol. 1),r.k. narayan,thriller
BOK_207,B0155,7,The Secret of Storm,r. k. narayan,0
BOK_207,BOK_007,8,Shadows of the Past,r.k. narayan,fiction
BOK_207,BOK_241,9,The Mango Orchard (Vol. 2),r.k. narayan,fiction
BOK_207,B0213,10,The Last Night,r. k. narayan,fiction
BOK_208,BOK_183,1,Swords of the Deccan (Vol. 3),anita desai,fantasy
BOK_208,BOK_206,2,Swords of the Deccan (Vol. 4),anita desai,fantasy
BOK_208,BOK_082,3,The Coconut Groves (Vol. 1),anita desai,fiction
BOK_208,BOK_277,4,Love in the Time of Monsoons (Vol. 2),anita desai,romance
BOK_208,BOK_152,5,Forever Yours,anita desai,romance
BOK_208,BOK_129,6,Echoes of Silence (Vol. 1),anita desai,fiction
BOK_208,BOK_162,7,Winds of Change (Vol. 1),anita desai,fiction
BOK_208,BOK_215,8,The Bangalore Alibi,anita desai,mystery
BOK_208,BOK_131,9,The Mystery of Royapuram (Vol. 1),anita desai,mystery
BOK_208,BOK_181,10,Making of a Legend (Vol. 1),anita desai,biography
BOK_209,BOK_015,1,"Love, Chai, and Everything Nice",arundhati roy,romance
BOK_209,B0200,2,Forever Journey,arundhati roy,romance
BOK_209,BOK_122,3,Double Cross (Vol. 1),arundhati roy,thriller
BOK_209,BOK_038,4,The Midnight Sun (Vol. 1),arundhati roy,fiction
BOK_209,B0119,5,Dark Secrets Dreams,arundhati roy,thriller
BOK_209,BOK_079,6,Frugal Innovation,arundhati roy,business
BOK_209,BOK_072,7,The Art of Thinking Clearly,arundhati roy,self-help
BOK_209,BOK_071,8,Prophecy of the Stars,arundhati roy,fantasy
BOK_209,B0171,9,Start with Why Light,arundhati roy,business
BOK_209,BOK_093,10,Love in the Time of Monsoons,agatha christie,romance
BOK_210,BOK_179,1,Code of Silence (Vol. 1),jeyamohan,thriller
BOK_210,BOK_189,2,The Mystery of Royapuram (Vol. 2),jeyamohan,mystery
BOK_210,BOK_014,3,The Midnight Sun,jeyamohan,fiction
BOK_210,BOK_087,4,The Last Letter (Vol. 3),jeyamohan,fiction
BOK_210,BOK_185,5,Life in a Metro (Vol. 4),jeyamohan,fiction
BOK_210,BOK_249,6,The Nilgiri Mystery,jeyamohan,mystery
BOK_210,BOK_096,7,The Poisoned Chalice (Vol. 1),jeyamohan,mystery
BOK_210,B0032,8,Deadly Game Sun,o. v. vijayan,thriller
BOK_210,BOK_193,9,Murder on High Street (Vol. 2),kiran desai,thriller
BOK_210,BOK_226,10,Murder on High Street (Vol. 3),kalki r. krishnamurthy,thriller
BOK_211,B0039,1,Hidden Truth Mind,unknown author,thriller
BOK_211,BOK_297,2,The Last Letter (Vol. 6),unknown author,fiction
BOK_211,BOK_031,3,Blackout,unknown author,thriller
BOK_211,BOK_257,4,Danger Zone (Vol. 1),unknown author,thriller
BOK_211,BOK_194,5,Autumn Leaves (Vol. 1),unknown author,romance
BOK_211,B0138,6,Echoes from Way,unknown author,fiction
BOK_211,B0003,7,Shadows in Wind,unknown author,mystery
BOK_211,BOK_266,8,Monsoon Dreams (Vol. 6),unknown author,fiction
BOK_211,B0055,9,Whispers of Blood,unknown author,romance
BOK_211,BOK_273,10,Secrets of the Kaveri (Vol. 1),unknown author,mystery
BOK_212,B0107,1,Dreams of River,kalki krishnamurthy,0
BOK_212,BOK_223,2,The Train to Malgudi (Vol. 2),kalki r. krishnamurthy,fiction
BOK_212,B0267,3,Hidden Truth Moon,kalki krishnamurthy,thriller
BOK_212,BOK_164,4,The Last Alibi,kalki r. krishnamurthy,thriller
BOK_212,BOK_084,5,Double Cross,kalki r. krishnamurthy,thriller
BOK_212,BOK_226,6,Murder on High Street (Vol. 3),kalki r. krishnamurthy,thriller
BOK_212,B0090,7,The Last Mind,kalki krishnamurthy,0
BOK_212,BOK_003,8,The Inheritance of Loss,kalki r. krishnamurthy,fiction
BOK_212,BOK_012,9,The Inheritance of Loss (Vol. 2),kalki r. krishnamurthy,fiction
BOK_212,B0153,10,Think and World,kalki krishnamurthy,self-help
BOK_213,BOK_099,1,Winds of Change,sidney sheldon,fiction
BOK_213,BOK_165,2,The Missile Man: APJ Abdul Kalam,sidney sheldon,biography
BOK_213,BOK_282,3,Death at the Estate (Vol. 1),sidney sheldon,mystery
BOK_213,BOK_259,4,Code of Silence (Vol. 2),sidney sheldon,thriller
BOK_213,BOK_197,5,The Half Girlfriend Journey (Vol. 1),sidney sheldon,romance
BOK_213,BOK_280,6,Simplify Your Life,sidney sheldon,self-help
BOK_213,BOK_016,7,Making of a Legend,sidney sheldon,biography
BOK_213,BOK_005,8,The Taj Mahal Story,sidney sheldon,history
BOK_213,BOK_107,9,Life in a Metro (Vol. 2),r.k. narayan,fiction
BOK_213,BOK_149,10,The Last Letter (Vol. 5),agatha christie,fiction
BOK_214,B0245,1,The Last Voice,dale carnegie,fiction
BOK_214,BOK_040,2,The Midnight Sun (Vol. 2),dale carnegie,fiction
BOK_214,BOK_063,3,The Deception Game (Vol. 1),dale carnegie,thriller
BOK_214,BOK_002,4,Coffee and Conversations,dale carnegie,romance
BOK_214,BOK_043,5,Wealth and Wisdom,dale carnegie,self-help
BOK_214,B0046,6,Love in Storm,dale carnegie,romance
BOK_214,BOK_291,7,The Calm Mind (Vol. 1),dale carnegie,self-help
BOK_214,BOK_190,8,The Calm Mind,dale carnegie,self help
BOK_214,B0080,9,Dreams of Light,t. janakiraman,fiction
BOK_214,BOK_055,10,The Last Letter (Vol. 1),sujatha rangarajan,fiction
BOK_215,BOK_131,1,The Mystery of Royapuram (Vol. 1),anita desai,mystery
BOK_215,BOK_129,2,Echoes of Silence (Vol. 1),anita desai,fiction
BOK_215,BOK_082,3,The Coconut Groves (Vol. 1),anita desai,fiction
BOK_215,BOK_183,4,Swords of the Deccan (Vol. 3),anita desai,fantasy
BOK_215,BOK_277,5,Love in the Time of Monsoons (Vol. 2),anita desai,romance
BOK_215,BOK_206,6,Swords of the Deccan (Vol. 4),anita desai,fantasy
BOK_215,BOK_181,7,Making of a Legend (Vol. 1),anita desai,biography
BOK_215,BOK_162,8,Winds of Change (Vol. 1),anita desai,fiction
BOK_215,BOK_152,9,Forever Yours,anita desai,romance
BOK_215,BOK_208,10,The Fire Jewel,anita desai,fantasy
BOK_216,BOK_027,1,The Golden Threshold,sudha murty,fiction
BOK_216,BOK_236,2,Elixir of Life,sudha murty,fantasy
BOK_216,BOK_270,3,The Coconut Groves (Vol. 3),sudha murty,fiction
BOK_216,BOK_095,4,Dead Run,sudha murty,thriller
BOK_216,BOK_255,5,The Mystery of Royapuram (Vol. 3),sudha murty,mystery
BOK_216,BOK_268,6,Autumn Leaves (Vol. 2),sudha murty,romance
BOK_216,BOK_158,7,Mindset of Achievers,sudha murty,self-help
